,Strain,Contig,ARG,Per.ID,Length,MiMa,Gap,C.Start,C.End,A.Start,A.End,E.val,Bit.Score,Per.Pos
30101,ECOR42,NODE_12,BAC0536|oxyRkp|tr|C4WZN6|C4WZN6_KLEPN,96.066,305,12,0,9826,10740,305,1,0,602,97.7
30121,ECOR42,NODE_12,BAC0181|glpF|sp|P0AER0|GLPF_ECOLI,100,281,0,0,52456,53298,1,281,3.72E-170,523,100
30112,ECOR42,NODE_12,BAC0167|fieF/yiip|sp|P69380|FIEF_ECOLI,100,300,0,0,63273,64172,300,1,0,574,100
3016,ECOR42,NODE_12,BAC0533|cpxR|tr|C4WZK6|C4WZK6_KLEPN,94.828,232,12,0,64971,65666,1,232,4.89E-123,386,97.41
30081,ECOR42,NODE_12,BAC0532|cpxA|tr|C4WZK5|C4WZK5_KLEPN,94.748,457,24,0,65666,67036,1,457,0,808,98.03
30152,ECOR42,NODE_12,BAC0368|sodA|sp|P00448|SODM_ECOLI,99.492,197,1,0,69241,69831,197,1,5.46E-132,410,100
30182,ECOR42,NODE_12,BAC0089|corR|tr|Q1D6V8|Q1D6V8_MYXXD,47.545,387,198,3,121416,122564,4,389,9.71E-100,329,63.82
30142,ECOR42,NODE_12,BAC0136|dsbA|sp|P0AEG4|DSBA_ECOLI,100,208,0,0,132606,133229,208,1,6.41E-139,430,100
13252,ECOR42,NODE_13,BAC0583|arsC|sp|P52147|ARSC2_ECOLX,42.105,114,65,1,40620,40961,116,4,2.92E-23,96.7,64.04
12913,ECOR42,NODE_13,BAC0467|zraR/hydH|sp|P14375|ZRAR_ECOLI,48.254,315,149,3,44669,45613,441,141,3.70E-78,266,66.67
12451,ECOR42,NODE_13,BAC0008|acrD/yffA|sp|P24177|ACRD_ECOLI,99.904,1037,1,0,67862,70972,1037,1,0,2061,100
12793,ECOR42,NODE_13,BAC0293|ruvB|tr|B5L348|B5L348_9PSED,59.635,384,153,2,80202,81353,4,385,2.05E-143,452,73.18
13134,ECOR42,NODE_13,BAC0607|tupC|tr|Q93KD4|Q93KD4_EUBAC,34.842,221,134,4,110633,111292,1,212,2.41E-39,145,60.18
64624,ECOR42,NODE_14,BAC0251|mntH/yfeP|sp|P0A769|MNTH_ECOLI,99.757,412,1,0,5307,6542,1,412,0,795,99.76
65341,ECOR42,NODE_14,BAC0176|gadW/yhiW|sp|P63201|GADW_ECOLI,32.692,52,35,0,16029,16184,239,188,2.71E-05,47,63.46
64605,ECOR42,NODE_14,BAC0155|evgS|sp|P58402|EVGS_ECO57,99.165,1197,10,0,30043,33633,1197,1,0,2301,99.67
64672,ECOR42,NODE_14,BAC0154|evgA|sp|P0ACZ4|EVGA_ECOLI,100,204,0,0,33641,34252,204,1,2.39E-111,351,100
64631,ECOR42,NODE_14,BAC0151|emrK|sp|P52599|EMRK_ECOLI,98.966,387,4,0,34668,35828,1,387,0,764,100
64613,ECOR42,NODE_14,BAC0153|emrY|sp|P52600|EMRY_ECOLI,99.805,512,1,0,35831,37366,1,512,0,906,100
65551,ECOR42,NODE_14,BAC0141|emeA|tr|Q8GR72|Q8GR72_ENTFL,35.593,59,37,1,112671,112847,15,72,0.007,40,62.71
66403,ECOR42,NODE_15,BAC0318|pstS|sp|P0AG82|PSTS_ECOLI,100,346,0,0,36983,38020,1,346,0,676,100
66461,ECOR42,NODE_15,BAC0317|pstC|sp|P0AGH8|PSTC_ECOLI,100,319,0,0,38110,39066,1,319,3.46E-175,539,100
66444,ECOR42,NODE_15,BAC0315|pstA|sp|P07654|PSTA_ECOLI,99.662,296,1,0,39069,39956,1,296,4.87E-179,549,99.66
66481,ECOR42,NODE_15,BAC0316|pstB|sp|P0AAH0|PSTB_ECOLI,100,257,0,0,40130,40900,1,257,5.59E-166,510,100
66513,ECOR42,NODE_15,BAC0541|yieF|sp|P0AGE6|YIEF_ECOLI,99.468,188,1,0,51311,51874,188,1,1.27E-122,382,100
66541,ECOR42,NODE_15,BAC0194|ibpA|sp|P0C054|IBPA_ECOLI,100,137,0,0,76802,77212,1,137,5.52E-87,278,100
66521,ECOR42,NODE_15,BAC0195|ibpB|sp|P0C058|IBPB_ECOLI,100,142,0,0,77327,77752,1,142,2.15E-92,294,100
66413,ECOR42,NODE_15,BAC0149|emrD|sp|P31442|EMRD_ECOLI,99.492,394,2,0,89630,90811,394,1,0,568,99.49
68353,ECOR42,NODE_16,BAC0010|acrF/envD|sp|P24181|ACRF_ECOLI,99.42,1034,6,0,5451,8552,1034,1,0,1979,99.61
68631,ECOR42,NODE_16,BAC0009|acrE/envC|sp|P24180|ACRE_ECOLI,100,385,0,0,8567,9721,385,1,0,704,100
70431,ECOR42,NODE_16,BAC0416|ttgW|sp|Q93PU7|TTGW_PSEPT,49.153,59,30,0,10120,10296,1,59,2.64E-12,64.7,66.1
70841,ECOR42,NODE_16,BAC0467|zraR/hydH|sp|P14375|ZRAR_ECOLI,42.5,40,23,0,12033,12152,441,402,0.66,33.5,62.5
69332,ECOR42,NODE_16,BAC0446|yhcN|sp|P64614|YHCN_ECOLI,100,87,0,0,37690,37950,87,1,2.74E-39,140,100
51363,ECOR42,NODE_17,BAC0086|corA|sp|P0ABI4|CORA_ECOLI,95.833,48,2,0,32794,32937,316,269,1.51E-23,102,97.92
51382,ECOR42,NODE_17,BAC0641|corA|sp|P0A2R8|CORA_SALTY,95.833,48,2,0,32794,32937,316,269,1.26E-23,102,97.92
51352,ECOR42,NODE_17,BAC0086|corA|sp|P0ABI4|CORA_ECOLI,100,316,0,0,34505,35452,316,1,0,624,100
51581,ECOR42,NODE_17,BAC0090|corR/coaR|tr|H0P0Y2|H0P0Y2_9SYNC,34.694,49,31,1,91684,91827,175,223,6.7,30,65.31
4882,ECOR42,NODE_18,BAC0371|soxS|sp|P0A9E2|SOXS_ECOLI,46.226,106,57,0,34901,35218,106,1,1.20E-26,104,70.75
49351,ECOR42,NODE_18,BAC0375|srpR|sp|Q9R9T9|SRPR_PSEPU,41.176,51,30,0,53894,54046,63,13,0.000645,42,64.71
60803,ECOR42,NODE_19,BAC0290|opmD/nmpC|sp|P37592|OMPD_SALTY,61.749,366,121,6,11081,12133,1,362,1.76E-137,432,72.68
60831,ECOR42,NODE_19,BAC0467|zraR/hydH|sp|P14375|ZRAR_ECOLI,38.983,295,167,4,51524,52405,440,158,2.98E-56,201,60
40343,ECOR42,NODE_2,BAC0486|pmrG|sp|Q8ZNF4|AIS_SALTY,66.834,199,65,1,65067,65660,1,199,2.91E-83,272,77.89
42701,ECOR42,NODE_2,BAC0155|evgS|sp|P58402|EVGS_ECO57,49.565,115,58,0,109760,110104,957,1071,4.26E-25,115,71.3
39382,ECOR42,NODE_2,BAC0529|kpnO|tr|C4XBC3|C4XBC3_KLEPN,78.348,351,65,3,114493,115542,25,365,1.25E-173,538,86.32
39342,ECOR42,NODE_2,BAC0041|bcr|sp|P28246|BCR_ECOLI,99.242,396,3,0,154292,155479,1,396,0,674,99.75
41412,ECOR42,NODE_2,BAC0274|nikE|sp|P33594|NIKE_ECOLI,43.333,210,117,2,156235,156861,232,24,8.62E-41,153,64.29
43693,ECOR42,NODE_2,BAC0433|ybtQ|tr|Q9Z375|Q9Z375_YERPE,37.5,48,30,0,195906,196049,480,527,0.03,40,62.5
41655,ECOR42,NODE_2,BAC0604|wtpC|sp|Q8U4K3|WTPC_PYRFU,36.441,236,146,3,222700,223407,1,232,6.74E-39,150,60.17
45322,ECOR42,NODE_2,BAC0462|zntR/yhdM|sp|P0ACS5|ZNTR_ECOLI,30.435,69,48,0,225029,225235,69,1,8.49E-06,48.1,62.32
45301,ECOR42,NODE_2,BAC0682|merR1|sp|P22853|MERR_BACCE,32.836,67,45,0,225032,225232,69,3,6.95E-06,48.1,64.18
40732,ECOR42,NODE_2,BAC0331|rcnB/yohN|sp|P64534|RCNB_ECOLI,99.107,112,1,0,256804,257139,112,1,1.94E-62,209,99.11
39404,ECOR42,NODE_2,BAC0330|rcnA/yohM|sp|P76425|RCNA_ECOLI,93.95,281,10,1,257360,258202,274,1,1.29E-153,477,94.31
40932,ECOR42,NODE_2,BAC0332|rcnR/yohL|sp|P64530|RCNR_ECOLI,100,90,0,0,258323,258592,1,90,2.30E-52,179,100
39414,ECOR42,NODE_2,BAC0039|baeR|sp|P69228|BAER_ECOLI,100,240,0,0,292990,293709,240,1,5.19E-145,451,100
39273,ECOR42,NODE_2,BAC0040|baeS|sp|P30847|BAES_ECOLI,99.358,467,3,0,293709,295109,467,1,0,902,99.57
39211,ECOR42,NODE_2,BAC0212|mdtC/yegO|sp|P76399|MDTC_ECOLI,99.512,1025,5,0,296525,299599,1025,1,0,1849,99.9
39193,ECOR42,NODE_2,BAC0211|mdtB/yegN|sp|P76398|MDTB_ECOLI,99.519,1040,5,0,299603,302722,1040,1,0,1963,99.9
39332,ECOR42,NODE_2,BAC0210|mdtA/yegM|sp|P76397|MDTA_ECOLI,98.072,415,8,0,302725,303969,415,1,0,792,99.28
39362,ECOR42,NODE_2,BAC0146|emmdR|tr|D5CJ69|D5CJ69_ENTCC,81.699,459,84,0,386297,387673,3,461,0,663,90.63
39532,ECOR42,NODE_2,BAC0457|zinT/yodA|sp|P76344|ZINT_ECOLI,99.02,204,2,0,405176,405787,204,1,1.39E-129,405,100
40394,ECOR42,NODE_2,BAC0125|czcR|sp|Q44006|CZCR_RALME,56.221,217,94,1,408339,408986,1,217,1.78E-77,256,76.96
39392,ECOR42,NODE_2,BAC0529|kpnO|tr|C4XBC3|C4XBC3_KLEPN,61.436,376,105,8,411922,413034,365,25,8.90E-129,410,70.48
41211,ECOR42,NODE_2,BAC0451|yodD|sp|P64519|YODD_ECOLI,100,75,0,0,422020,422244,75,1,6.98E-43,151,100
43621,ECOR42,NODE_2,BAC0154|evgA|sp|P0ACZ4|EVGA_ECOLI,32.075,53,36,0,422696,422854,195,143,5.5,32,60.38
47592,ECOR42,NODE_20,BAC0089|corR|tr|Q1D6V8|Q1D6V8_MYXXD,44.773,440,221,5,37273,38526,25,464,1.05E-109,357,62.05
11963,ECOR42,NODE_21,BAC0434|ychH|sp|P0AB49|YCHH_ECOLI,100,92,0,0,10909,11184,92,1,2.53E-42,148,100
1197,ECOR42,NODE_21,BAC0440|yfeB|sp|Q56953|YFEB_YERPE,36.364,198,120,3,26728,27312,11,205,5.37E-35,134,60.61
11951,ECOR42,NODE_21,BAC0137|dsbB|sp|P0A6M2|DSBB_ECOLI,100,176,0,0,44988,45515,1,176,3.03E-83,268,100
71441,ECOR42,NODE_22,BAC0643|corB|tr|Q9X621|Q9X621_SALTM,94.714,227,12,0,30309,30989,227,1,3.49E-143,442,97.8
46412,ECOR42,NODE_23,BAC0087|mgtA|sp|P0ABB8|ATMA_ECOLI,100,898,0,0,40545,43238,1,898,0,1785,100
47053,ECOR42,NODE_23,BAC0076|comR/ycfQ|sp|P75952|COMR_ECOLI,42.647,68,37,1,47056,47259,10,75,1.31E-09,58.2,63.24
31811,ECOR42,NODE_24,BAC0053|bmr|sp|P33449|BMR1_BACSU,29.091,55,35,1,30195,30359,32,82,1.6,31.2,61.82
52711,ECOR42,NODE_26,BAC0467|zraR/hydH|sp|P14375|ZRAR_ECOLI,99.546,441,2,0,3350,4672,441,1,0,846,99.55
52721,ECOR42,NODE_26,BAC0468|zraS/hydG|sp|P14377|ZRAS_ECOLI,86.022,465,58,2,4672,6045,465,1,0,679,89.89
52753,ECOR42,NODE_26,BAC0466|zraP|sp|Q9L9I0|ZRAP_SALTY,64.228,123,40,2,6283,6639,1,123,9.22E-39,139,82.11
53143,ECOR42,NODE_26,BAC0395|trgB|tr|O07841|O07841_RHOSH,43.902,41,22,1,10478,10600,287,248,0.93,31.2,60.98
54102,ECOR42,NODE_3,BAC0290|opmD/nmpC|sp|P37592|OMPD_SALTY,75.603,373,74,4,11954,13054,1,362,0,560,84.45
53984,ECOR42,NODE_3,BAC0356|recG|tr|Q9HTL3|Q9HTL3_PSEAE,59.275,690,275,5,34564,36624,690,4,0,728,73.33
56425,ECOR42,NODE_3,BAC0294|oqxA|tr|Q69HW3|Q69HW3_ECOLX,33.333,42,28,0,91956,92081,63,104,2.9,33.5,66.67
55773,ECOR42,NODE_3,BAC0014|adeF|tr|Q2FD82|Q2FD82_ACIBA,37.5,56,35,0,101018,101185,67,122,0.000163,47,67.86
54284,ECOR42,NODE_3,BAC0177|gadX|sp|P37639|GADX_ECOLI,35.135,74,45,2,113972,114190,241,170,6.12E-05,47.8,60.81
54322,ECOR42,NODE_3,BAC0273|nikD|sp|P33593|NIKD_ECOLI,39.766,171,100,1,150600,151112,76,243,3.53E-25,107,60.23
53885,ECOR42,NODE_3,BAC0172|gadA|sp|P69908|DCEA_ECOLI,100,466,0,0,187562,188959,1,466,0,974,100
54262,ECOR42,NODE_3,BAC0177|gadX|sp|P37639|GADX_ECOLI,97.81,274,6,0,189332,190153,1,274,1.83E-169,522,98.18
54451,ECOR42,NODE_3,BAC0176|gadW/yhiW|sp|P63201|GADW_ECOLI,99.174,242,2,0,190524,191249,1,242,9.62E-161,496,99.59
5366,ECOR42,NODE_3,BAC0214|mdtF/yhiV|sp|P37637|MDTF_ECOLI,99.904,1037,1,0,191618,194728,1037,1,0,1954,99.9
53973,ECOR42,NODE_3,BAC0213|mdtE/yhiU|sp|P37636|MDTE_ECOLI,99.74,385,1,0,194756,195910,385,1,0,776,99.74
54641,ECOR42,NODE_3,BAC0175|gadE/yhiE|sp|P63204|GADE_ECOLI,100,175,0,0,196252,196776,175,1,2.81E-112,354,100
55932,ECOR42,NODE_3,BAC0185|hdeA/yhiB|sp|P0AES9|HDEA_ECOLI,100,78,0,0,198498,198731,33,110,1.70E-45,160,100
55352,ECOR42,NODE_3,BAC0186|hdeB/yhiC|sp|P0AET2|HDEB_ECOLI,100,108,0,0,198850,199173,1,108,1.76E-68,226,100
5970,ECOR42,NODE_3,BAC0311|pgpA/ltpgpA|sp|P21441|MDR_LEITA,46.939,49,26,0,200539,200685,690,642,0.000101,48.5,61.22
5505,ECOR42,NODE_3,BAC0584|arsC|sp|O50595|ARSC_ACIMA,91.489,141,12,0,212301,212723,141,1,4.37E-84,272,97.87
53903,ECOR42,NODE_3,BAC0312|pitA|sp|P0AFJ7|PITA_ECOLI,100,474,0,0,230599,232020,499,26,0,925,100
59832,ECOR42,NODE_3,BAC0528|vexC|tr|Q9KR86|Q9KR86_VIBCH,44.186,43,23,1,239235,239360,61,103,0.052,38.9,72.09
55262,ECOR42,NODE_3,BAC0275|nikR|sp|P0A6Z6|NIKR_ECOLI,100,133,0,0,250606,251004,133,1,1.97E-72,238,100
54115,ECOR42,NODE_3,BAC0274|nikE|sp|P33594|NIKE_ECOLI,96.642,268,9,0,251013,251816,268,1,1.02E-170,526,98.51
54301,ECOR42,NODE_3,BAC0273|nikD|sp|P33593|NIKD_ECOLI,99.213,254,2,0,251816,252577,254,1,9.11E-165,508,99.21
5449,ECOR42,NODE_3,BAC0272|nikC|sp|P0AFA9|NIKC_ECOLI,98.556,277,4,0,252580,253410,277,1,5.80E-151,469,99.64
54084,ECOR42,NODE_3,BAC0271|nikB|sp|P33591|NIKB_ECOLI,100,314,0,0,253410,254351,314,1,0,628,100
53811,ECOR42,NODE_3,BAC0270|nikA|sp|P33590|NIKA_ECOLI,99.618,524,2,0,254354,255925,524,1,0,1080,99.81
53704,ECOR42,NODE_3,BAC0461|zntA/yhhO|sp|P37617|ATZN_ECOLI,98.759,725,9,0,276322,278496,725,1,0,1284,98.9
55532,ECOR42,NODE_3,BAC0604|wtpC|sp|Q8U4K3|WTPC_PYRFU,39.024,287,164,4,296617,297477,2,277,6.69E-56,199,62.72
56224,ECOR42,NODE_3,BAC0039|baeR|sp|P69228|BAER_ECOLI,37.447,235,137,3,354639,355337,12,238,3.13E-40,150,60
60202,ECOR42,NODE_3,BAC0531|phoR|tr|C4X6T5|C4X6T5_KLEPN,42.373,59,32,1,356450,356626,415,471,0.00028,46.6,61.02
59813,ECOR42,NODE_3,BAC0311|pgpA/ltpgpA|sp|P21441|MDR_LEITA,35.556,45,27,1,401143,401271,1330,1286,2,34.3,60
58284,ECOR42,NODE_3,BAC0433|ybtQ|tr|Q9Z375|Q9Z375_YERPE,35.088,57,35,1,401596,401760,538,482,0.057,38.9,71.93
17002,ECOR42,NODE_30,BAC0462|zntR/yhdM|sp|P0ACS5|ZNTR_ECOLI,99.291,141,1,0,9802,10224,141,1,2.23E-90,286,100
17014,ECOR42,NODE_30,BAC0048|bfrA|sp|P63697|BFR_MYCTU,42.953,149,85,0,25237,25683,149,1,3.47E-34,126,63.76
66321,ECOR42,NODE_33,BAC0610|modB|sp|P0AF01|MODB_ECOLI,38.333,60,37,0,13417,13596,164,105,1.05E-05,45.8,60
6609,ECOR42,NODE_33,BAC0604|wtpC|sp|Q8U4K3|WTPC_PYRFU,38.686,274,157,3,14365,15186,264,2,4.73E-44,161,60.58
5245,ECOR42,NODE_35,BAC0176|gadW/yhiW|sp|P63201|GADW_ECOLI,39.216,102,62,0,5598,5903,129,230,6.07E-19,84.7,63.73
52472,ECOR42,NODE_35,BAC0334|robA|sp|P0ACI0|ROB_ECOLI,42.5,80,46,0,6247,6486,26,105,2.59E-13,69.3,62.5
52304,ECOR42,NODE_36,BAC0304|pcoB|sp|Q47453|PCOB_ECOLX,34.783,46,26,2,14021,14146,138,93,9.3,26.9,63.04
4544,ECOR42,NODE_4,BAC0452|yqjH|sp|Q46871|YQJH_ECOLI,98.425,254,4,0,102987,103748,1,254,2.28E-168,518,99.21
46610,ECOR42,NODE_4,BAC0335|rpoS|sp|P35540|RPOS_SHIFL,42.105,247,140,1,104635,105375,314,71,1.96E-59,209,66.8
45610,ECOR42,NODE_4,BAC0469|zupT/ygiE|sp|P0A8H3|ZUPT_ECOLI,100,257,0,0,129593,130363,257,1,1.43E-139,436,100
45110,ECOR42,NODE_4,BAC0393|tolC|sp|P02930|TOLC_ECOLI,100,468,0,0,133335,134738,488,21,0,908,100
46311,ECOR42,NODE_4,BAC0164|fecE|sp|P15031|FECE_ECOLI,43.373,249,140,1,142024,142770,6,253,1.91E-59,206,62.25
51315,ECOR42,NODE_4,BAC0163|fecD|sp|P15029|FECD_ECOLI,41.53,183,107,0,143220,143768,135,317,3.50E-19,91.7,60.11
47014,ECOR42,NODE_4,BAC0487|pmrA|sp|Q70FH0|PMRA_PECSS,43.981,216,121,0,149104,149751,216,1,1.66E-53,187,67.13
458,ECOR42,NODE_4,BAC0445|ygiW|sp|P0ADU5|YGIW_ECOLI,100,129,0,0,149903,150289,1,129,6.88E-81,262,100
45210,ECOR42,NODE_4,BAC0312|pitA|sp|P0AFJ7|PITA_ECOLI,80.762,499,96,0,182289,183785,1,499,0,710,89.98
6922,ECOR42,NODE_4,BAC0493|kmrA|tr|C4X8X9|C4X8X9_KLEPN,44,50,26,1,245415,245564,109,62,9.6,31.6,60
5358,ECOR42,NODE_4,BAC0465|znuC/yebM|sp|P0A9X1|ZNUC_ECOLI,44.262,61,32,1,262864,263046,61,3,1.21E-07,55.8,65.57
59910,ECOR42,NODE_4,BAC0611|modC|sp|P09833|MODC_ECOLI,46.154,65,32,2,263160,263345,174,110,2,33.9,60
45514,ECOR42,NODE_4,BAC0138|dsbC|sp|P0AEG6|DSBC_ECOLI,99.576,236,1,0,302652,303359,1,236,3.02E-158,488,100
4593,ECOR42,NODE_4,BAC0467|zraR/hydH|sp|P14375|ZRAR_ECOLI,42.271,317,165,5,336500,337444,141,441,2.62E-66,233,61.83
68412,ECOR42,NODE_4,BAC0367|smvA/emrB|sp|D0ZXQ3|SMVA_SALT1,46.667,45,24,0,375461,375595,62,106,2.9,33.5,60
22471,ECOR42,NODE_5,BAC0487|pmrA|sp|Q70FH0|PMRA_PECSS,37.584,149,84,4,14222,14665,74,214,6.36E-21,94,62.42
18791,ECOR42,NODE_5,BAC0088|corC|sp|P0A2L3|CORC_SALTY,97.26,292,8,0,38128,39003,1,292,3.85E-178,548,99.66
18032,ECOR42,NODE_5,BAC0115|cutE/lnt|sp|P23930|LNT_ECOLI,100,512,0,0,39031,40566,1,512,0,942,100
24341,ECOR42,NODE_5,BAC0244|mexT|tr|O87785|O87785_PSEAI,43.038,79,45,0,90989,91225,2,80,2.42E-14,76.6,64.56
20902,ECOR42,NODE_5,BAC0164|fecE|sp|P15031|FECE_ECOLI,49.206,252,127,1,108293,109048,3,253,1.67E-68,232,67.06
17313,ECOR42,NODE_5,BAC0107|cusA/ybdE|sp|P38054|CUSA_ECOLI,99.522,1047,5,0,125254,128394,1047,1,0,2043,99.9
18433,ECOR42,NODE_5,BAC0108|cusB|sp|P77239|CUSB_ECOLI,98.446,386,6,0,128409,129566,407,22,0,775,98.96
21004,ECOR42,NODE_5,BAC0110|cusF/cusX|sp|P77214|CUSF_ECOLI,99.091,110,1,0,129648,129977,110,1,1.79E-68,226,100
18402,ECOR42,NODE_5,BAC0109|cusC/ylcB|sp|P77211|CUSC_ECOLI,98.687,457,6,0,130013,131383,457,1,0,826,99.12
18281,ECOR42,NODE_5,BAC0112|cusS|sp|P77485|CUSS_ECOLI,97.917,480,10,0,132213,133652,1,480,0,889,99.17
23362,ECOR42,NODE_5,BAC0177|gadX|sp|P37639|GADX_ECOLI,39.175,194,118,0,140246,140827,54,247,5.41E-29,119,63.4
23152,ECOR42,NODE_5,BAC0154|evgA|sp|P0ACZ4|EVGA_ECOLI,32.338,201,133,2,141213,141815,2,199,6.24E-32,125,61.19
21123,ECOR42,NODE_5,BAC0196|iclR|sp|P16528|ICLR_ECOLI,42.424,264,149,2,171829,172611,271,8,6.82E-61,211,65.91
19173,ECOR42,NODE_5,BAC0166|fetB/ybbM|sp|P77307|YBBM_ECOLI,100,259,0,0,187093,187869,259,1,2.26E-150,467,100
20222,ECOR42,NODE_5,BAC0105|cueR/ybbI|sp|P0A9G4|CUER_ECOLI,99.259,135,1,0,194768,195172,135,1,3.73E-87,280,100
17464,ECOR42,NODE_5,BAC0725|copA|sp|Q59385|COPA_ECOLI,99.041,834,8,0,223575,226076,1,834,0,1570,99.52
19332,ECOR42,NODE_5,BAC0011|acrR/ybaH|sp|P0ACS9|ACRR_ECOLI,100,215,0,0,248443,249087,215,1,1.05E-143,446,100
18593,ECOR42,NODE_5,BAC0005|acrA|sp|P0AE06|ACRA_ECOLI,100,397,0,0,249229,250419,1,397,0,700,100
17343,ECOR42,NODE_5,BAC0006|acrB|sp|P31224|ACRB_ECOLI,100,1049,0,0,250445,253591,1,1049,0,2011,100
18312,ECOR42,NODE_5,BAC0354|smdB|tr|A7VN02|A7VN02_SERMA,79.932,588,118,0,277949,279712,588,1,0,869,89.63
18138,ECOR42,NODE_5,BAC0353|smdA|tr|A7VN01|A7VN01_SERMA,79.082,588,123,0,279714,281477,588,1,0,913,88.27
20683,ECOR42,NODE_5,BAC0490|G2alt|tr|B0FSM1|B0FSM1_9BACI,56.621,219,91,2,284795,285451,1,215,9.49E-77,254,71.23
22532,ECOR42,NODE_5,BAC0607|tupC|tr|Q93KD4|Q93KD4_EUBAC,34.314,204,133,1,367801,368412,205,3,9.45E-34,130,60.29
21451,ECOR42,NODE_5,BAC0604|wtpC|sp|Q8U4K3|WTPC_PYRFU,33.333,279,183,2,376457,377293,2,277,2.41E-52,189,62.37
24482,ECOR42,NODE_5,BAC0475|dmeR|tr|Q1MJL3|Q1MJL3_RHIL3,38.462,91,55,1,377645,377917,1,90,7.30E-14,69.3,65.93
13892,ECOR42,NODE_6,BAC0116|cutF/nlpE|sp|P40710|NLPE_ECOLI,98.729,236,3,0,7736,8443,236,1,2.11E-157,486,98.73
13952,ECOR42,NODE_6,BAC0164|fecE|sp|P15031|FECE_ECOLI,42.52,254,145,1,52043,52804,254,2,2.89E-60,208,61.02
13822,ECOR42,NODE_6,BAC0103|cueO|sp|P36649|CUEO_ECOLI,99.419,516,3,0,84046,85593,516,1,0,957,99.61
16862,ECOR42,NODE_6,BAC0714|arsT|tr|B7FB00|B7FB00_9MICO,35.714,42,27,0,94617,94742,46,5,1.5,33.9,61.9
13813,ECOR42,NODE_6,BAC0296|ostA/lptD|sp|P31554|LPTD_ECOLI,100,784,0,0,164881,167232,1,784,0,1629,100
13942,ECOR42,NODE_6,BAC0644|corD|sp|Q56017|APAG_SALTY,93.6,125,8,0,170384,170758,1,125,2.37E-65,218,97.6
14051,ECOR42,NODE_6,BAC0596|baeR|tr|D0ZNE3|D0ZNE3_SALT1,42.222,225,117,3,231914,232570,230,13,1.98E-47,171,62.22
14072,ECOR42,NODE_6,BAC0039|baeR|sp|P69228|BAER_ECOLI,42.667,225,116,3,231914,232570,230,13,2.50E-47,171,62.22
13873,ECOR42,NODE_6,BAC0334|robA|sp|P0ACI0|ROB_ECOLI,100,289,0,0,233282,234148,1,289,0,602,100
15602,ECOR42,NODE_6,BAC0465|znuC/yebM|sp|P0A9X1|ZNUC_ECOLI,40.625,64,38,0,238121,238312,16,79,3.12E-07,54.3,65.62
13845,ECOR42,NODE_6,BAC0219|mdtM/yjiO|sp|P39386|MDTM_ECOLI,98.005,401,8,0,298247,299449,1,401,0,778,98.75
74512,ECOR42,NODE_7,BAC0714|arsT|tr|B7FB00|B7FB00_9MICO,46.417,321,158,8,16046,16996,312,2,1.37E-65,226,64.8
7874,ECOR42,NODE_7,BAC0433|ybtQ|tr|Q9Z375|Q9Z375_YERPE,47.303,241,126,1,51197,51919,343,582,1.36E-45,176,68.46
7379,ECOR42,NODE_7,BAC0290|opmD/nmpC|sp|P37592|OMPD_SALTY,61.957,368,127,6,69279,70361,362,1,2.16E-130,414,71.2
9401,ECOR42,NODE_7,BAC0316|pstB|sp|P0AAH0|PSTB_ECOLI,39.344,61,35,1,94665,94841,153,213,0.62,34.7,62.3
11382,ECOR42,NODE_7,BAC0421|vceR|tr|Q9KS52|Q9KS52_VIBCH,42.857,42,24,0,156776,156901,18,59,0.007,40.4,64.29
7334,ECOR42,NODE_7,BAC0215|mdtG/yceE|sp|P25744|MDTG_ECOLI,99.755,408,1,0,228801,230024,408,1,0,723,99.75
7342,ECOR42,NODE_7,BAC0076|comR/ycfQ|sp|P75952|COMR_ECOLI,99.524,210,1,0,282754,283383,210,1,4.40E-141,438,99.52
7864,ECOR42,NODE_7,BAC0049|bhsA/ycfR/comC|sp|P0AB40|BHSA_ECOLI,100,85,0,0,283624,283878,1,85,1.05E-49,171,100
9542,ECOR42,NODE_7,BAC0357|recG|tr|B5L350|B5L350_9PSED,43.363,113,59,3,285612,285950,108,1,2.17E-20,90.1,61.95
8352,ECOR42,NODE_7,BAC0274|nikE|sp|P33594|NIKE_ECOLI,38.679,212,125,4,291239,291862,27,237,1.11E-32,129,60.38
7579,ECOR42,NODE_7,BAC0604|wtpC|sp|Q8U4K3|WTPC_PYRFU,38.246,285,165,3,297957,298811,274,1,1.55E-53,192,63.51
7312,ECOR42,NODE_7,BAC0531|phoR|tr|C4X6T5|C4X6T5_KLEPN,81.893,486,86,2,301590,303041,486,1,0,764,91.56
7382,ECOR42,NODE_7,BAC0530|phoB|tr|C4X6T6|C4X6T6_KLEPN,91.189,227,20,0,303044,303724,237,11,1.31E-129,406,95.59
10792,ECOR42,NODE_7,BAC0682|merR1|sp|P22853|MERR_BACCE,30.137,73,51,0,311889,312107,75,3,1.49E-07,52.8,63.01
7854,ECOR42,NODE_7,BAC0450|ymgB/ariR|sp|P75993|ARIR_ECOLI,98.864,88,1,0,314426,314689,1,88,3.01E-50,172,100
450,ECOR42,NODE_8,BAC0196|iclR|sp|P16528|ICLR_ECOLI,100,274,0,0,9331,10152,274,1,0,563,100
839,ECOR42,NODE_8,BAC0470|zur/yjbK|sp|P0AC51|ZUR_ECOLI,99.415,171,1,0,52129,52641,171,1,1.91E-111,350,99.42
